inputID,input,task,source
sa78,"Smaller than expecting but still a good product, did everything I needed",sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa79,Was so surprised at how small these scales are. Hard to read if you have a anything medium to large on them.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa80,Weight sensitivity is good.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa81,Work well but smaller than expected,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa82,Would have gotten the extra star of it was thinner. But does what it should easy one button conversion and is easy to clean thanks to the metal material.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa83,Too small,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa84,"A good product, seems fairly accurate. As others have said, be aware that it's much smaller than you might expect. It's good for kitchen work if you need accurate amounts of small ingredients (e.g. salt, yeast) but would be a problem for larger amounts.",sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa85,"only thing i disliked was it goes to 1 decimal point instead of 2, so 0.0 instead of 0.00",sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa86,The display screen is hard to read when viewing off angle and needing to look past items placed on weight.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa87,"Great little scale, and I mean little. My own fault for not reading the description properly but worth a mention that it’s a lot smaller than it looks on the web site",sentiment analysis,https://www.amazon.com.au/product-reviews/B0967G9K2T/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa88,"Update: 1 November 20225 stars for the customer service.I’ve received the new lid however it was still leaking although not as badly as the first lid. It turns out the issue was in the bottle lip mismatching the lid, so they offered me a refund. Originally gave this a two star rating but have updated it for the great customer service. Definitely buy from this company with a peace of mind.————Update: 18 October 2022the company reached out to me and said they will send a replacement lid to fix the leaking issue. They’re pretty prompt in trying to resolve the issue and I appreciate their initiation. I will post another update when I receive the lid in working order.————I brought the 1.18L and specifically for the sippy straw lid but unfortunately it leaks no matter how tightly I twist the lid. It’s fine upright, but I won’t be able to toss it into a bag or leave it on the car seat without coming back to a puddle. The other two lids are fine though but given the 1.18L capacity, I don’t want to be tilting my wrist and bottle to drink out of it using the other two lids. I have tried swapping the lids onto my other wide neck bottles (like the Banz) and the lid with rhe sippy straw leaks on other bottles too (the other two are fine) so it must be soemthing to do with the threading on the sippy straw.",sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa89,great product. my granddaughter uses it for school,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa90,Thought is was skinnier  but its ok,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa91,"Amazing product. Keeps water cold all day, but I was having an issue with the lid not sealing properly.I noticed that the straw was bent, so I cut approximately 1cm off the end.Now the lid is easy to put on and fits perfectly.No more leaking bottle.",sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa92,Just what I need to keep my water cold on long hikes,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa93,"In general a good water bottle. It did leak multiple times when in a backpack,, not standing straight. As a water bottle around the house and office, great to keep water cold for hours.",sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa94,It looks good and is a great size. Unfortunately you are not able to close the lid if you have the straw in so not very useful.Also it doesn’t seem to keep my drinks as cold as my other insulated bottle.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa95,Keeps drinks really cold and is aesthetically pleasing. My only issue is that the lid can be difficult to get on just right and that means I have had quite a few times where it has leaked into my bag.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa96,Needs a different lid with a handle very hard to carry other wise 4*,sentiment analysis,https://www.amazon.com.au/product-reviews/B09NPMQ166/ref=acr_dpx_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
sa97,"I have melasma and have to wear sunscreen everyday and this is the only sunscreen I have found that dosen't leave white cast on your face - as a guy it s not a great look , and also find this sunscreen dosent break me out like others do, the bottle seems small, though it will last 3-4 weeks if using on face only, I wouldnt reccommend as a whole body one as I cant imagine 50ml going far",sentiment analysis,https://www.amazon.com.au/product-reviews/B00ILWDKUQ/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
sa98,Best value for money. Been using this everyday 6 months now and still hasn't been finish. Travel size also so I can bring it during flights.,sentiment analysis,https://www.amazon.com.au/product-reviews/B00ILWDKUQ/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
sa99,Not greasy and easy to apply.  Good under makeup.,sentiment analysis,https://www.amazon.com.au/product-reviews/B00ILWDKUQ/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
sa100,Great product. Doesn’t sting your eyes. Perfect for everyday use.,sentiment analysis,https://www.amazon.com.au/product-reviews/B00ILWDKUQ/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
